batsman,country,total_runs,run_rate,average_score,team_score,opponent_mean,player_of_the_match,winning_contribution,run_rate_effectiveness,consistency,no_of_matches_batsman,batsman_score,batsman_quantile
Rubel Hossain,Bangladesh,8,0.5714285714285714,8.0,2.1656960941645207,8.662839713938807,0,0.0,0.0,0.0,1,2.3404825703288914,1
PVD Chameera,Sri Lanka,27,0.6923076923076923,9.0,1.8461268490271732,8.171036141754584,0,0.0,0.0,0.3779644730092272,3,2.3166413952070237,1
DM de Silva,Sri Lanka,62,0.49206349206349204,10.333333333333334,1.8461268490271732,8.428458797054319,0,0.0,0.0,0.0955782452989248,6,2.306152659553413,1
LH Ferguson,New Zealand,7,0.35,2.3333333333333335,5.1362534056841165,5.6579204170990804,0,0.001402524544179523,0.47645762372270084,0.4803844614152613,3,2.2979048652437144,1
KC Brathwaite,West Indies,61,0.5446428571428571,20.333333333333332,1.0,7.325930073207967,0,0.0,0.0,0.05182437113126697,3,2.2172922319396084,1
CJ Anderson,New Zealand,34,0.6938775510204082,11.333333333333334,5.1362534056841165,3.8857740871790027,0,0.0,0.0,0.08295018954139967,3,2.186136658686257,1
MR Marsh,Australia,4,0.2222222222222222,2.0,4.155460768679217,7.256554212631874,0,0.002621231979030144,0.23221031531878805,0.35355339059327373,2,2.1813491341305484,1
Mehedi Hasan Miraz,Bangladesh,72,0.6,24.0,2.1656960941645207,5.215073322883366,0,0.0,0.0,0.0419960525565808,3,2.1796197925992042,1
MN Samuels,West Indies,60,0.49586776859504134,20.0,1.0,7.325930073207967,0,0.0,0.0,0.09245003270420485,3,2.170352586026247,1
JS Patel,New Zealand,7,0.5833333333333334,3.5,5.1362534056841165,5.4142679040516635,0,0.0,0.0,0.20203050891044214,2,2.1659754952419212,1
LD Madushanka,Sri Lanka,13,0.52,4.333333333333333,1.8461268490271732,8.662839713938807,0,0.0,0.0,0.26413527189768715,3,2.141566858377211,1
CR Brathwaite,West Indies,42,0.6885245901639344,14.0,1.0,7.325930073207967,0,0.0,0.0,0.12216944435630522,3,2.122958761811438,1
JDF Vandersay,Sri Lanka,64,0.4129032258064516,10.666666666666666,1.8461268490271732,7.725316046400852,0,0.0,0.0,0.09592942190866188,6,2.1136808572450367,1
B Stanlake,Australia,1,0.16666666666666666,1.0,4.155460768679217,7.256554212631874,0,0.000655307994757536,0.16448230668414154,0.0,1,2.056696072735996,1
Taskin Ahmed,Bangladesh,29,0.5087719298245614,7.25,2.1656960941645207,7.292951569226197,0,0.0,0.0,0.17429786813223805,4,2.01872386933,1
JR Hazlewood,Australia,4,0.5,2.0,4.155460768679217,6.196403809157996,0,0.0,0.0,0.35355339059327373,2,2.017145032984989,1
S Prasanna,Sri Lanka,35,0.47297297297297297,8.75,1.8461268490271732,6.335411058341769,0,0.0014992503748125937,0.27811094452773616,0.1439631501497389,4,1.9495430099108808,1
ML Cummins,West Indies,5,0.5555555555555556,2.5,1.0,8.662965036603984,0,0.0,0.0,0.47140452079103173,2,1.931196250406202,1
Mohammad Nawaz (3),Pakistan,1,0.1,1.0,7.256554212631874,4.155460768679217,0,0.0,0.0,0.0,1,1.9067274726595258,1
N Pradeep,Sri Lanka,6,0.2222222222222222,2.0,1.8461268490271732,8.63979797552356,0,0.0,0.0,0.3779644730092272,3,1.8407357156648416,1
Junaid Khan,Pakistan,0,0.0,0.0,7.256554212631874,4.155460768679217,0,0.0,0.0,0.0,1,1.803190597039105,1
SD Heazlett,Australia,4,0.36363636363636365,4.0,4.155460768679217,5.1362534056841165,0,0.0,0.0,0.0,1,1.7515114706223869,1
PADLR Sandakan,Sri Lanka,11,0.28205128205128205,1.8333333333333333,1.8461268490271732,7.8028424916532915,0,0.0,0.0,0.5152540399295447,6,1.714442249534953,1
SO Hetmyer,West Indies,31,0.6595744680851063,15.5,1.0,5.1362534056841165,0,0.0,0.0,0.05237828008789241,2,1.6745327415805071,1
PLS Gamage,Sri Lanka,4,0.26666666666666666,1.3333333333333333,1.8461268490271732,7.256554212631873,0,0.0,0.0,0.6546536707079772,3,1.5664066904507863,1
A Zampa,Australia,1,0.2,1.0,4.155460768679217,5.1362534056841165,0,0.0,0.0,0.0,1,1.5424811216070342,1
JE Taylor,West Indies,2,0.4,1.0,1.0,7.325930073207967,0,0.0,0.0,0.7071067811865475,2,1.4930094655231574,1
SS Cottrell,West Indies,8,0.7272727272727273,8.0,1.0,5.1362534056841165,0,0.0,0.0,0.0,1,1.4856341586863961,1
CBRLS Kumara,Sri Lanka,6,0.3333333333333333,2.0,1.8461268490271732,6.4971251740140445,0,0.0,0.0,0.3779644730092272,3,1.4801370006481176,1
MJ Henry,New Zealand,5,0.35714285714285715,5.0,5.1362534056841165,2.1656960941645207,0,0.0,0.0,0.0,1,1.3639913320795793,1
Rumman Raees,Pakistan,0,0.0,0.0,7.256554212631874,1.8461268490271732,0,0.0,0.0,0.0,1,1.3253367834891752,1
RR Beaton,West Indies,15,0.2777777777777778,7.5,1.0,5.1362534056841165,0,0.0,0.0,0.15713484026367722,2,1.1466731947895017,1
ST Gabriel,West Indies,1,0.125,0.3333333333333333,1.0,6.596037850700017,0,0.0,0.0,1.732050807568877,3,1.11729923171133,1
Mustafizur Rahman,Bangladesh,1,0.5,0.5,2.1656960941645207,3.4911901273556447,0,0.0,0.0,1.414213562373095,2,1.0,1
