batsman,country,total_runs,run_rate,average_score,team_score,opponent_mean,player_of_the_match,winning_contribution,run_rate_effectiveness,correlation,no_of_matches_batsman,batsman_score,batsman_quantile
Shoaib Malik,Pakistan,240,0.6557377049180327,26.666666666666668,1.0,6.12138179446416,0,0.04950495049504951,0.7692307692307693,0.31052191778379457,9,3.0974504001840044,2
Sarfaraz Ahmed,Pakistan,216,0.7659574468085106,21.6,1.0,6.013438823761586,0,0.06435643564356436,0.7647058823529411,0.2983705458806873,10,3.096978984870402,2
Nazmul Islam,Bangladesh,7,0.5384615384615384,7.0,5.097985921430424,9.871368852058248,0,0.0,0.0,0.01,1,3.0381484131441834,2
Najmul Hossain Shanto,Bangladesh,7,0.5,7.0,5.097985921430424,9.871368852058248,0,0.0,0.0,0.01,1,2.9996106577128367,2
Marlon Samuels,West Indies,121,0.5902439024390244,17.285714285714285,1.7933354114031586,7.825633310360608,0,0.044929396662387676,0.5645161290322581,-0.6933582601872527,7,2.9778912676885136,2
Chris Lynn,Australia,59,0.7662337662337663,19.666666666666668,1.5837831417466806,4.661960684137039,0,0.10653753026634383,1.0,-0.20593831565618048,3,2.954254707419812,2
Imam-ul-Haq,Pakistan,147,0.6591928251121076,24.5,1.0,6.66109664797703,0,0.07920792079207921,0.47058823529411764,-0.11297192204998545,6,2.9528025651149594,2
Cameron White,Australia,35,0.660377358490566,11.666666666666666,1.5837831417466806,10.000000000000002,0,0.007263922518159807,0.42857142857142855,0.9993166075812817,3,2.936826163631711,2
Liam Plunkett,England,19,0.5588235294117647,3.8,10.000000000000002,3.8359097360349197,0,0.0009153318077803204,0.2222222222222222,-0.08314091808843273,5,2.926139078167121,2
Lungi Ngidi,South Africa,30,1.0,6.0,4.661960684137039,7.150944020159545,0,0.0,0.0,0.6629347409697586,5,2.9221312310929264,2
Sam Billings,England,11,0.6111111111111112,11.0,10.000000000000002,1.5837831417466806,0,0.002517162471395881,0.6111111111111112,0.01,1,2.919155249481112,2
D'Arcy Short,Australia,83,0.8383838383838383,20.75,1.5837831417466806,8.66549017103426,0,0.0,0.0,0.24806999762102294,4,2.8627377218373677,2
Kemar Roach,West Indies,60,0.6060606060606061,10.0,1.7933354114031586,8.280241208515639,0,0.019255455712451863,0.7894736842105263,0.8539468090047737,6,2.8539415241136465,2
Keemo Paul,West Indies,94,0.7768595041322314,15.666666666666666,1.7933354114031586,6.689113564973032,0,0.028241335044929396,0.6285714285714286,0.020465500973631957,6,2.8440347192485813,2
Mark Chapman,New Zealand,9,0.391304347826087,3.0,5.04195208743842,10.000000000000002,0,0.0,0.0,0.9933992677987828,3,2.8232453209814032,2
Chandrapaul Hemraj,West Indies,50,0.6756756756756757,10.0,1.7933354114031586,7.962015679807118,0,0.023106546854942234,0.6923076923076923,-0.22065497337617052,5,2.8075817187555163,2
Adam Zampa,Australia,33,0.75,11.0,1.5837831417466806,6.441307122758026,0,0.053268765133171914,0.9166666666666666,-0.9805230851720214,3,2.793782920334124,2
Asif Ali,Pakistan,70,0.8974358974358975,23.333333333333332,1.0,8.28024120851564,0,0.0,0.0,0.8651302906640146,3,2.7727339468651815,2
Mominul Haque,Bangladesh,5,1.25,5.0,5.097985921430424,1.0,0,0.0029171528588098016,1.25,0.01,1,2.752116636922996,2
Wiaan Mulder,South Africa,41,0.7192982456140351,8.2,4.661960684137039,4.556830402876305,0,0.02461322081575246,0.7777777777777778,0.0026212140628377456,5,2.7517994497359783,2
Haris Sohail,Pakistan,113,0.7018633540372671,56.5,1.0,5.04195208743842,0,0.0,0.0,-1.0,2,2.736061050733909,2
Mitchell Starc,Australia,21,0.7777777777777778,3.5,1.5837831417466806,7.330980342068521,0,0.014527845036319613,1.0,-0.9184167836125903,6,2.7078667988738108,2
Mosaddek Hossain,Bangladesh,27,0.47368421052631576,6.75,5.097985921430424,4.503717519435218,0,0.007001166861143524,1.2,-0.34885798614582886,4,2.6946351750079387,2
Junior Dala,South Africa,8,1.3333333333333333,4.0,4.661960684137039,4.556830402876305,0,0.0,0.0,-1.0,2,2.6894896227643263,2
Mustafizur Rahman,Bangladesh,16,0.5,2.6666666666666665,5.097985921430424,5.735538152124235,0,0.005834305717619603,0.9090909090909091,0.5278942739742996,6,2.6801326266276275,2
Anamul Haque,Bangladesh,68,0.7906976744186046,13.6,5.097985921430424,2.8987334079924176,0,0.026254375729288213,0.6338028169014085,0.5762834534554334,5,2.6758248691884052,2
Imran Tahir,South Africa,21,0.65625,5.25,4.661960684137039,7.799472424480356,0,0.0,0.0,0.7038392454127771,4,2.669462662339666,2
Dilruwan Perera,Sri Lanka,29,0.6590909090909091,29.0,4.556830402876305,5.097985921430424,0,0.0,0.0,0.01,1,2.6574954610584367,2
Pat Cummins,Australia,38,0.5671641791044776,6.333333333333333,1.5837831417466806,7.330980342068521,1,0.014527845036319613,0.35294117647058826,-0.1277503377739438,6,2.642372539536024,2
Mohammad Saifuddin,Bangladesh,14,0.4117647058823529,7.0,5.097985921430424,4.556830402876305,0,0.003500583430571762,1.2,-1.0,2,2.613153666563923,2
Kagiso Rabada,South Africa,38,0.5846153846153846,6.333333333333333,4.661960684137039,7.604348158809329,0,0.0,0.0,-0.28001631488075535,6,2.6113604860532575,2
Fabian Allen,West Indies,25,0.4807692307692308,6.25,1.7933354114031586,8.678023119401292,0,0.006418485237483954,0.7142857142857143,-0.10581015316177016,4,2.5749871031453058,2
Aamer Yamin,Pakistan,32,1.1851851851851851,32.0,1.0,5.04195208743842,0,0.0,0.0,0.01,1,2.572095039928949,2
Nathan Coulter-Nile,Australia,34,1.096774193548387,34.0,1.5837831417466806,4.661960684137039,0,0.0,0.0,0.01,1,2.5673385849674473,2
Asela Gunaratne,Sri Lanka,22,0.6666666666666666,11.0,4.556830402876305,5.097985921430424,0,0.00502092050209205,0.42857142857142855,-1.0,2,2.5358097440808613,2
Keshav Maharaj,South Africa,25,0.9615384615384616,12.5,4.661960684137039,4.556830402876305,0,0.0,0.0,1.0,2,2.5238448845067873,2
Jhye Richardson,Australia,21,0.6176470588235294,7.0,1.5837831417466806,10.000000000000002,0,0.0,0.0,-0.9496029147568654,3,2.502343111501993,1
Abul Hasan,Bangladesh,7,1.0,7.0,5.097985921430424,4.556830402876305,0,0.0,0.0,0.01,1,2.4993062726156055,1
Imad Wasim,Pakistan,50,0.6944444444444444,50.0,1.0,5.04195208743842,0,0.0,0.0,0.01,1,2.489287695266235,1
Farhaan Behardien,South Africa,1,0.2,1.0,4.661960684137039,9.871368852058248,0,0.0,0.0,0.01,1,2.480564087730298,1
Suranga Lakmal,Sri Lanka,47,0.6351351351351351,7.833333333333333,4.556830402876305,4.879973302783731,0,0.0016736401673640166,0.5,-0.19881705357698648,6,2.4642521727330715,1
Alzarri Joseph,West Indies,30,1.1538461538461537,15.0,1.7933354114031586,5.097985921430424,0,0.0012836970474967907,0.2,-1.0,2,2.4569122443124867,1
Imrul Kayes,Bangladesh,15,0.5,3.75,5.097985921430424,3.6145099187161414,0,0.007584597432905484,1.0833333333333333,-0.14023959641688438,4,2.40704410452219,1
Lockie Ferguson,New Zealand,29,0.5918367346938775,7.25,5.04195208743842,3.2500000000000004,0,0.004312410158121706,0.9,-0.2089589396271016,4,2.4000166205884748,1
Kane Richardson,Australia,15,0.5555555555555556,5.0,1.5837831417466806,10.000000000000002,0,0.0,0.0,-0.6209494352618186,3,2.388204010465598,1
Hasan Ali,Pakistan,80,1.0810810810810811,11.428571428571429,1.0,6.4297902821858,0,0.0,0.0,0.3684765720427843,7,2.3732087087639133,1
Mohammad Nawaz,Pakistan,46,0.9787234042553191,15.333333333333334,1.0,6.670435620309031,0,0.0,0.0,0.9784669808482853,3,2.3431859911443684,1
Michael Neser,Australia,8,0.5,4.0,1.5837831417466806,10.000000000000002,0,0.0,0.0,-1.0,2,2.3000855170524037,1
Shadab Khan,Pakistan,171,0.6309963099630996,17.1,1.0,6.013438823761586,0,0.009900990099009901,0.2,0.42458021053458717,10,2.2626659749942757,1
Darren Bravo,West Indies,56,0.4666666666666667,18.666666666666668,1.7933354114031586,5.097985921430424,0,0.03465982028241335,0.627906976744186,0.8246659711532459,3,2.2596777523133342,1
Tabraiz Shamsi,South Africa,0,0.0,0.0,4.661960684137039,9.871368852058248,0,0.0,0.0,0.0,2,2.2574507668119796,1
Josh Hazlewood,Australia,16,0.6666666666666666,4.0,1.5837831417466806,5.996470513102779,0,0.024213075060532687,0.7692307692307693,-0.5236763199105506,4,2.254801206384064,1
Jason Mohammed,West Indies,22,0.6470588235294118,11.0,1.7933354114031586,5.097985921430424,0,0.01540436456996149,0.8,1.0,2,2.2458564130758303,1
Prabath Jayasuriya,Sri Lanka,11,0.8461538461538461,5.5,4.556830402876305,4.661960684137039,0,0.0,0.0,-1.0,2,2.237854173147852,1
Roston Chase,West Indies,49,0.6447368421052632,16.333333333333332,1.7933354114031586,5.097985921430424,0,0.011553273427471117,0.5,-0.5058790504404147,3,2.2152885979890833,1
Andre Russell,West Indies,13,1.0833333333333333,13.0,1.7933354114031586,5.097985921430424,0,0.0,0.0,0.01,1,2.198445438640526,1
Dushmantha Chameera,Sri Lanka,1,0.5,1.0,4.556830402876305,5.097985921430424,0,0.0008368200836820083,0.5,0.01,1,2.1478808683929502,1
Evin Lewis,West Indies,42,0.525,14.0,1.7933354114031586,5.097985921430424,0,0.01540436456996149,0.6666666666666666,-0.9161954938436243,3,2.1439288887217822,1
