batsman,country,total_runs,run_rate,average_score,team_score,opponent_mean,player_of_the_match,winning_contribution,run_rate_effectiveness,consistency,batsman_score,batsman_quantile
Mashrafe Mortaza,Bangladesh,58,0.8169014084507042,7.25,0.6692514474772538,2.9734216187038767,0,0.0,0.0,0.1997148965050927,1.2682417188228257,1
FA Allen,West Indies,58,1.3181818181818181,19.333333333333332,0.8532234432234432,1.6896330909234134,0,0.0,0.0,0.03617084045310765,1.2574886564410281,1
Imran Tahir,South Africa,17,0.6071428571428571,2.8333333333333335,1.7985702469573437,2.033475708878935,0,0.0006325110689437065,0.37044064937803073,0.25184310025465734,1.2452096102647285,1
O Thomas,West Indies,13,0.25,1.8571428571428572,0.8532234432234432,2.535366338730394,2,0.0,0.0,0.3504383220252313,1.2415611367152772,1
DAS Gunaratne,Sri Lanka,17,0.53125,8.5,0.8184408602150538,2.9073118279569887,0,0.0,0.0,0.282842712474619,1.1644596466956716,1
LD Chandimal,Sri Lanka,13,0.43333333333333335,6.5,0.8184408602150538,2.9073118279569887,0,0.0,0.0,0.20203050891044214,1.0945175358210086,1
Mustafizur Rahman,Bangladesh,26,0.6190476190476191,3.7142857142857144,0.6692514474772538,2.3122134087111044,1,0.0,0.0,0.15266773130566913,1.0883062533210228,1
BOP Fernando,Sri Lanka,81,0.7105263157894737,20.25,0.8184408602150538,1.8437210504549215,0,0.0,0.0,0.04173010697891775,1.077983636716992,1
AS Joseph,West Indies,0,0.0,0.0,0.8532234432234432,3.581206965077933,0,0.0,0.0,0.0,1.0631781614225253,1
SS Cottrell,West Indies,45,0.703125,5.625,0.8532234432234432,2.353051840632486,0,0.0,0.0,0.18621203666954292,1.0400166160315072,1
BMAJ Mendis,Sri Lanka,19,0.36538461538461536,6.333333333333333,0.8184408602150538,2.62649671117413,0,0.0,0.0,0.09885336094784052,0.9724693982064301,1
BE Hendricks,South Africa,2,0.25,2.0,1.7985702469573437,1.9791734609476543,0,0.0,0.0,0.0,0.9687021161909916,1
RAS Lakmal,Sri Lanka,12,0.5714285714285714,6.0,0.8184408602150538,2.352941037457166,0,0.0,0.0,0.7071067811865475,0.9535969172927021,1
Hussain Talat,Pakistan,2,0.14285714285714285,2.0,1.9791734609476543,1.7985702469573437,0,0.0,0.0,0.0,0.9245844691321681,1
AK Perera,Sri Lanka,13,0.52,13.0,0.8184408602150538,1.9791734609476543,0,0.0,0.0,0.0,0.897822763678632,1
PADLR Sandakan,Sri Lanka,15,0.375,3.0,0.8184408602150538,2.499935838355193,0,0.0,0.0,0.3333333333333333,0.8856293231544883,1
PVD Chameera,Sri Lanka,1,0.1,1.0,0.8184408602150538,2.9073118279569887,0,0.0,0.0,0.0,0.8750346956664712,1
Rubel Hossain,Bangladesh,20,0.7692307692307693,5.0,0.6692514474772538,2.0313501283662574,0,0.0,0.0,0.31622776601683794,0.866195190984461,1
KAJ Roach,West Indies,32,0.5517241379310345,8.0,0.8532234432234432,1.9567554219973573,0,0.0,0.0,0.14334554477024897,0.8632104708401175,1
A Nortje,South Africa,8,0.42105263157894735,8.0,1.7985702469573437,0.8184408602150538,0,0.005060088551549652,0.467925030793302,0.0,0.8486372778683324,1
DW Steyn,South Africa,0,0.0,0.0,1.7985702469573437,1.9791734609476543,0,0.0,0.0,0.0,0.8376641738539727,1
H Klaasen,South Africa,0,0.0,0.0,1.7985702469573437,1.9791734609476543,0,0.0,0.0,0.0,0.8376641738539727,1
WU Tharanga,Sri Lanka,13,0.7222222222222222,6.5,0.8184408602150538,1.7985702469573437,0,0.0,0.0,0.282842712474619,0.8327167986461717,1
Taijul Islam,Bangladesh,42,1.135135135135135,21.0,0.6692514474772538,0.8184408602150538,0,0.0,0.0,0.039283710065919304,0.8296885716234145,1
S Samarawickrama,Sri Lanka,6,0.4,6.0,0.8184408602150538,1.9791734609476543,0,0.0,0.0,0.0,0.7500723184402422,1
PHKD Mendis,Sri Lanka,9,0.36,9.0,0.8184408602150538,1.7985702469573437,0,0.0,0.0,0.0,0.7137255971207557,1
ST Gabriel,West Indies,3,0.3,1.5,0.8532234432234432,1.9960244594115562,0,0.0,0.0,0.47140452079103173,0.6645547459989299,1
CBRLS Kumara,Sri Lanka,1,0.125,1.0,0.8184408602150538,1.9791734609476543,0,0.0,0.0,0.0,0.5665951096565186,1
MVT Fernando,Sri Lanka,3,0.17647058823529413,1.5,0.8184408602150538,1.7985702469573437,0,0.0,0.0,1.414213562373095,0.5339368290335242,1
Anamul Haque,Bangladesh,14,0.5833333333333334,14.0,0.6692514474772538,0.8184408602150538,0,0.0,0.0,0.0,0.4881068501154907,1
SO Dowrich,West Indies,6,0.75,6.0,0.8532234432234432,0.6692514474772538,0,0.0,0.0,0.0,0.45629198843358215,1
PARP Perera,Sri Lanka,0,0.0,0.0,0.8184408602150538,1.7985702469573437,0,0.0,0.0,0.0,0.43905485660417065,1
CAK Rajitha,Sri Lanka,0,0.0,0.0,0.8184408602150538,1.7985702469573437,0,0.0,0.0,1.0,0.43905485660417065,1
RA Reifer,West Indies,7,0.5833333333333334,7.0,0.8532234432234432,0.6692514474772538,0,0.0,0.0,0.0,0.4017129203864053,1
A Dananjaya,Sri Lanka,4,0.23529411764705882,2.0,0.8184408602150538,1.2339108472172988,0,0.0,0.0,0.35355339059327373,0.3716534301841086,1
JL Carter,West Indies,14,0.4375,7.0,0.8532234432234432,0.6692514474772538,0,0.0,0.0,0.17677669529663687,0.3470074122289439,1
Shafiul Islam,Bangladesh,3,0.2,1.5,0.6692514474772538,0.8184408602150538,0,0.0,0.0,1.414213562373095,0.1558039643633361,1
