bowler,country,inverse_economy,no_of_wickets,wickets_per_match,wickets_per_run,no_of_wins,team_score,opponent_mean,winning_contribution,winning_wicket_rate_contribution,no_of_matches_bowler,bowler_score,bowler_quantile
Seekkuge Prasanna,Sri Lanka,0.19331550802139036,9.0,1.0,0.02406417112299465,4,10.0,6.682124818016795,0.03773584905660377,0.16981132075471697,9,6.90077339357381,3
Tim Bresnan,England,0.17317708333333334,14.0,1.75,0.036458333333333336,3,5.057497865203703,5.370269036443232,0.09333333333333334,0.2488888888888889,8,6.898740052541158,3
Bhuvneshwar Kumar,India,0.21180327868852458,14.0,0.9333333333333333,0.022950819672131147,6,8.63618583076338,4.837589554941091,0.059322033898305086,0.1285310734463277,15,6.805865908797637,3
Corey Anderson,New Zealand,0.14931506849315068,17.0,1.5454545454545454,0.033268101761252444,5,4.8544791037059785,5.38739602149311,0.10294117647058823,0.1852941176470588,11,6.795782525024916,3
Clint McKay,Australia,0.20567375886524822,6.0,2.0,0.0425531914893617,3,5.864459037147522,5.057497865203703,0.0625,0.25,3,6.76635931602436,3
Pat Cummins,Australia,0.16521739130434782,5.0,2.5,0.043478260869565216,2,5.864459037147522,4.664920985568322,0.052083333333333336,0.3125,2,6.730891916893665,3
Tim Southee,New Zealand,0.1820051413881748,10.0,1.25,0.02570694087403599,4,4.8544791037059785,6.620977920591125,0.10294117647058823,0.23161764705882354,8,6.704210989408965,3
Josh Hazlewood,Australia,0.2048913043478261,9.0,2.25,0.04891304347826087,3,5.864459037147522,4.664920985568322,0.041666666666666664,0.16666666666666666,4,6.584639482807907,3
Ben Stokes,England,0.15415821501014199,14.0,1.0769230769230769,0.028397565922920892,5,5.057497865203703,7.255699288351275,0.09333333333333334,0.14933333333333332,13,6.583610675097628,3
Shahid Afridi,Pakistan,0.210410094637224,15.0,1.0,0.02365930599369085,5,3.421599238963425,6.7667972307157225,0.12121212121212122,0.12121212121212123,15,6.554678466289589,3
Ishant Sharma,India,0.16517857142857142,6.0,1.2,0.026785714285714284,3,8.63618583076338,7.941791641482391,0.03389830508474576,0.14689265536723164,5,6.490328241830928,3
Amit Mishra,India,0.20512820512820512,7.0,1.75,0.035897435897435895,2,8.63618583076338,3.378709327375565,0.03389830508474576,0.22033898305084745,4,6.409896418562227,3
Sunil Narine,West Indies,0.24363057324840764,10.0,1.1111111111111112,0.03184713375796178,5,4.546619035269417,3.6373256563032275,0.125,0.15,9,6.3707376465636125,3
Suresh Raina,India,0.2033195020746888,7.0,0.6363636363636364,0.029045643153526972,7,8.63618583076338,5.953233518499653,0.0423728813559322,0.07869249394673124,11,6.335864267486653,3
Mohammad Hafeez,Pakistan,0.23706896551724138,6.0,1.0,0.02586206896551724,3,3.421599238963425,8.272697638460563,0.09090909090909091,0.15151515151515152,6,6.251434756339255,3
Steven Finn,England,0.17674418604651163,8.0,1.0,0.023255813953488372,3,5.057497865203703,9.488569686536266,0.05333333333333334,0.14222222222222222,8,6.237539719447819,3
Kane Richardson,Australia,0.2015625,8.0,1.3333333333333333,0.03125,5,5.864459037147522,4.043260112265874,0.07291666666666667,0.175,6,6.203500738531684,3
Moeen Ali,England,0.20046082949308755,10.0,0.8333333333333334,0.02304147465437788,5,5.057497865203703,8.409352397277917,0.05333333333333334,0.08533333333333334,12,6.185231423404672,3
Harry Gurney,England,0.17354368932038836,11.0,1.2222222222222223,0.02669902912621359,2,5.057497865203703,9.848465092307043,0.02666666666666667,0.10666666666666667,9,6.164361506601079,3
Stephen Parry,England,0.20652173913043478,4.0,2.0,0.043478260869565216,2,5.057497865203703,4.546619035269417,0.05333333333333334,0.21333333333333335,2,6.120097362609636,3
Stuart Broad,England,0.19172932330827067,8.0,1.3333333333333333,0.03007518796992481,3,5.057497865203703,5.20553903620847,0.06666666666666667,0.17777777777777778,6,5.951819961338296,3
Mitchell Starc,Australia,0.19269102990033224,8.0,1.1428571428571428,0.026578073089700997,5,5.864459037147522,4.487303593196194,0.0625,0.15,7,5.9304908715205435,3
Kane Williamson,New Zealand,0.1808641975308642,6.0,0.75,0.037037037037037035,6,4.8544791037059785,6.3101474839399,0.07352941176470588,0.11029411764705883,8,5.846921425377845,3
Joe Root,England,0.1907356948228883,8.0,0.47058823529411764,0.021798365122615803,5,5.057497865203703,8.390655696566473,0.05333333333333334,0.08533333333333334,17,5.816102451978679,3
Ashan Priyanjan,Sri Lanka,0.18479262672811061,5.0,0.4166666666666667,0.02304147465437788,7,10.0,4.736041024833443,0.025157232704402517,0.06469002695417789,12,5.814144307207012,3
Kyle Mills,New Zealand,0.1912621359223301,7.0,0.875,0.022653721682847898,5,4.8544791037059785,5.954366852828767,0.07352941176470588,0.1323529411764706,8,5.79632529058545,3
Andre Russell,West Indies,0.15789473684210525,4.0,1.0,0.03508771929824561,2,4.546619035269417,7.69075914899903,0.0625,0.1875,4,5.702427363733002,3
Dan Christian,Australia,0.1791044776119403,3.0,1.5,0.04477611940298507,1,5.864459037147522,5.057497865203703,0.020833333333333332,0.25,2,5.6928687273799445,3
Jason Holder,West Indies,0.17027863777089783,9.0,1.125,0.02786377708978328,5,4.546619035269417,3.9071401258856273,0.10416666666666667,0.125,8,5.691633757567938,3
Xavier Doherty,Australia,0.2345132743362832,5.0,0.8333333333333334,0.022123893805309734,6,5.864459037147522,4.44676884318438,0.052083333333333336,0.10416666666666667,6,5.6784105176152,3
Nathan McCullum,New Zealand,0.2087912087912088,8.0,0.6153846153846154,0.014652014652014652,7,4.8544791037059785,5.878109688280928,0.058823529411764705,0.07563025210084033,13,5.63126609119395,3
Nuwan Kulasekara,Sri Lanka,0.157,7.0,0.5833333333333334,0.014,6,10.0,4.9777417863840645,0.018867924528301886,0.056603773584905655,12,5.630089004148387,3
Jerome Taylor,West Indies,0.16022099447513813,5.0,1.6666666666666667,0.027624309392265192,1,4.546619035269417,8.63618583076338,0.020833333333333332,0.125,3,5.62653664333796,3
Suraj Randiv,Sri Lanka,0.1388888888888889,3.0,1.5,0.020833333333333332,0,10.0,8.63618583076338,0.0,0.0,2,5.6218338062404545,3
Haris Sohail,Pakistan,0.1935483870967742,6.0,1.2,0.027649769585253458,2,3.421599238963425,4.8544791037059785,0.09090909090909091,0.2272727272727273,5,5.618428471567776,3
Mohammad Talha,Pakistan,0.13835616438356163,4.0,1.3333333333333333,0.0273972602739726,2,3.421599238963425,6.545395276921127,0.09090909090909091,0.2272727272727273,3,5.6075166638247085,3
Mohit Sharma,India,0.2226950354609929,4.0,0.8,0.028368794326241134,4,8.63618583076338,3.332322953135365,0.03389830508474576,0.11016949152542373,5,5.593658278960965,2
Jesse Ryder,New Zealand,0.3076923076923077,1.0,1.0,0.07692307692307693,1,4.8544791037059785,4.546619035269417,0.014705882352941176,0.1323529411764706,1,5.580417389200586,2
Jean-Paul Duminy,South Africa,0.18810572687224672,5.0,0.7142857142857143,0.022026431718061675,5,4.664920985568322,7.348268040243858,0.06153846153846154,0.08615384615384615,7,5.573100799057463,2
Hamish Bennett,New Zealand,0.17592592592592593,3.0,1.5,0.027777777777777776,1,4.8544791037059785,8.63618583076338,0.014705882352941176,0.1323529411764706,2,5.569659124865807,2
Ravi Bopara,England,0.19221902017291068,6.0,0.375,0.01729106628242075,5,5.057497865203703,8.025970828517277,0.05333333333333334,0.08533333333333334,16,5.563032493933819,2
Chaturanga de Silva,Sri Lanka,0.19117647058823528,3.0,0.6,0.014705882352941176,4,10.0,5.023114027890721,0.018867924528301886,0.08490566037735849,5,5.534118558084839,2
Nathan Lyon,Australia,0.23952095808383234,4.0,1.0,0.023952095808383235,3,5.864459037147522,4.043260112265873,0.041666666666666664,0.16666666666666666,4,5.503725937907797,2
Taskin Ahmed,Bangladesh,0.25842696629213485,7.0,2.3333333333333335,0.07865168539325842,0,1.0,7.2729968989320595,0.0,0.0,3,5.446756044304838,2
Adam Milne,New Zealand,0.19740259740259739,5.0,0.8333333333333334,0.021645021645021644,5,4.8544791037059785,4.478200303647749,0.07352941176470588,0.1323529411764706,6,5.413463953948664,2
AB de Villiers,South Africa,0.17142857142857143,3.0,1.5,0.04285714285714286,1,4.664920985568322,5.35946907042675,0.03076923076923077,0.21538461538461537,2,5.406121378909878,2
Marlon Samuels,West Indies,0.20175438596491227,2.0,0.5,0.017543859649122806,1,4.546619035269417,7.741513839373461,0.041666666666666664,0.25,4,5.394615115760297,2
Parvez Rasool,India,0.16666666666666666,2.0,2.0,0.03333333333333333,1,8.63618583076338,1.0,0.01694915254237288,0.22033898305084745,1,5.366841230567701,2
Robin Peterson,South Africa,0.18552631578947368,5.0,2.5,0.06578947368421052,0,4.664920985568322,5.864459037147522,0.0,0.0,2,5.352801623622033,2
Wayne Parnell,South Africa,0.156,6.0,1.2,0.024,3,4.664920985568322,6.691567229718018,0.046153846153846156,0.10769230769230768,5,5.3433611566423,2
Dilruwan Perera,Sri Lanka,0.16981132075471697,1.0,1.0,0.018867924528301886,1,10.0,5.057497865203703,0.006289308176100629,0.11320754716981131,1,5.259841581237582,2
Daniel Vettori,New Zealand,0.2222222222222222,5.0,1.0,0.022222222222222223,2,4.8544791037059785,3.918927937605384,0.04411764705882353,0.1985294117647059,5,5.236652312796607,2
Ambati Rayudu,India,0.1509433962264151,2.0,0.3333333333333333,0.018867924528301886,4,8.63618583076338,6.818662828151614,0.01694915254237288,0.05508474576271186,6,5.109805358449658,2
Kemar Roach,West Indies,0.21739130434782608,4.0,1.3333333333333333,0.034782608695652174,3,4.546619035269417,1.0,0.08333333333333333,0.16666666666666666,3,5.10331824298169,2
Daren Sammy,West Indies,0.20437956204379562,3.0,0.6,0.021897810218978103,2,4.546619035269417,6.488973051427574,0.041666666666666664,0.125,5,4.978016502420954,2
Shakib Al Hasan,Bangladesh,0.24193548387096775,10.0,1.4285714285714286,0.04608294930875576,0,1.0,8.475736675893366,0.0,0.0,7,4.945486526502376,2
Varun Aaron,India,0.13193916349809887,5.0,1.0,0.019011406844106463,2,8.63618583076338,5.112687462223588,0.00847457627118644,0.05508474576271186,5,4.905617267874253,2
Shaminda Eranga,Sri Lanka,0.13934426229508196,1.0,0.5,0.00819672131147541,0,10.0,8.63618583076338,0.0,0.0,2,4.860663212066585,2
Lahiru Gamage,Sri Lanka,0.16666666666666666,1.0,0.25,0.006172839506172839,0,10.0,8.63618583076338,0.0,0.0,4,4.86019045419754,2
Jeevan Mendis,Sri Lanka,0.1794871794871795,1.0,0.14285714285714285,0.005128205128205128,5,10.0,5.057497865203703,0.006289308176100629,0.022641509433962263,7,4.839643321278284,2
Sulieman Benn,West Indies,0.24731182795698925,2.0,0.6666666666666666,0.021505376344086023,1,4.546619035269417,8.63618583076338,0.0,0.0,3,4.78054001838984,2
Al-Amin Hossain,Bangladesh,0.18275862068965518,16.0,1.7777777777777777,0.042440318302387266,0,1.0,6.996668204117979,0.0,0.0,9,4.773343029481021,2
Karn Sharma,India,0.152,0.0,0.0,0.0,2,8.63618583076338,10.0,0.0,0.0,2,4.7542781998644985,2
Rohit Sharma,India,0.1724137931034483,0.0,0.0,0.0,0,8.63618583076338,10.0,0.0,0.0,1,4.6511797454900075,2
Mitchell Marsh,Australia,0.16759776536312848,3.0,0.5,0.01675977653631285,3,5.864459037147522,4.664920985568322,0.03125,0.125,6,4.60384790679553,2
Aaron Phangiso,South Africa,0.26666666666666666,2.0,1.0,0.02666666666666667,1,4.664920985568322,5.864459037147522,0.0,0.0,2,4.603271755819203,2
Rubel Hossain,Bangladesh,0.16296296296296298,8.0,1.6,0.02962962962962963,0,1.0,9.727237166152676,0.0,0.0,5,4.5916748716684275,2
Sean Abbott,Australia,0.2,1.0,1.0,0.04,1,5.864459037147522,3.421599238963425,0.010416666666666666,0.125,1,4.561777750878912,2
Trent Boult,New Zealand,0.18181818181818182,4.0,2.0,0.03636363636363636,0,4.8544791037059785,4.664920985568322,0.0,0.0,2,4.549402175271542,2
James Neesham,New Zealand,0.13940298507462687,6.0,0.75,0.01791044776119403,3,4.8544791037059785,5.332119016428499,0.029411764705882353,0.08823529411764705,8,4.528823636470195,2
Farhaan Behardien,South Africa,0.21367521367521367,2.0,0.4,0.017094017094017096,1,4.664920985568322,5.864459037147522,0.015384615384615385,0.10769230769230768,5,4.3718268399903515,2
Shane Watson,Australia,0.14554455445544554,2.0,0.3333333333333333,0.009900990099009901,6,5.864459037147522,4.795779945446783,0.020833333333333332,0.041666666666666664,6,4.264047236407614,2
Umar Gul,Pakistan,0.15730337078651685,3.0,0.6,0.011235955056179775,3,3.421599238963425,6.898132986893872,0.030303030303030304,0.050505050505050504,5,4.242414482009643,2
Arafat Sunny,Bangladesh,0.1901840490797546,4.0,1.0,0.024539877300613498,0,1.0,10.0,0.0,0.0,4,4.227376493991017,1
Virat Kohli,India,0.15514018691588785,1.0,0.14285714285714285,0.009345794392523364,4,8.63618583076338,4.950953625950967,0.0,0.0,7,4.2161042443003005,1
Mashrafe Mortaza,Bangladesh,0.21543408360128619,9.0,1.125,0.028938906752411574,0,1.0,7.273075053607721,0.0,0.0,8,4.191218180067025,1
Steven Smith,Australia,0.175,2.0,0.4,0.025,3,5.864459037147522,4.4162566362473425,0.010416666666666666,0.041666666666666664,5,4.123942225917374,1
Ziaur Rahman,Bangladesh,0.26153846153846155,2.0,0.5,0.03076923076923077,0,1.0,8.977139373072534,0.0,0.0,4,4.114790491045642,1
Dwayne Smith,West Indies,0.18292682926829268,1.0,0.3333333333333333,0.024390243902439025,1,4.546619035269417,5.057497865203703,0.020833333333333332,0.125,3,4.09351590379096,1
Kyle Abbott,South Africa,0.19607843137254902,2.0,1.0,0.0196078431372549,0,4.664920985568322,5.864459037147522,0.0,0.0,2,4.028140538151913,1
Junaid Khan,Pakistan,0.14,2.0,0.4,0.006666666666666667,2,3.421599238963425,9.727237166152676,0.0,0.0,5,3.9923119147114154,1
Zulfiqar Babar,Pakistan,0.20526315789473684,4.0,1.0,0.021052631578947368,0,3.421599238963425,5.611964053787136,0.0,0.0,4,3.8988227104949797,1
Sohail Tanvir,Pakistan,0.18787878787878787,4.0,1.0,0.024242424242424242,1,3.421599238963425,5.106974087066364,0.0,0.0,4,3.8387791143384016,1
Ahmed Shehzad,Pakistan,0.13626373626373628,1.0,0.16666666666666666,0.01098901098901099,1,3.421599238963425,5.880395908661906,0.030303030303030304,0.15151515151515152,6,3.7184904549647477,1
Mahmudullah,Bangladesh,0.1929530201342282,7.0,0.7,0.02348993288590604,0,1.0,7.433382800629843,0.0,0.0,10,3.7126613002993434,1
Sohag Gazi,Bangladesh,0.1903323262839879,6.0,0.75,0.01812688821752266,0,1.0,7.614028595916876,0.0,0.0,8,3.6647655650337687,1
Anton Devcich,New Zealand,0.1896551724137931,1.0,0.25,0.017241379310344827,2,4.8544791037059785,3.421599238963425,0.014705882352941176,0.0661764705882353,4,3.6228155587190827,1
Michael Clarke,Australia,0.23529411764705882,0.0,0.0,0.0,1,5.864459037147522,5.057497865203703,0.0,0.0,1,3.6136499171388605,1
Boyd Rankin,England,0.16853932584269662,1.0,0.5,0.011235955056179775,0,5.057497865203703,5.864459037147522,0.0,0.0,2,3.547558854768471,1
Bilawal Bhatti,Pakistan,0.14814814814814814,0.0,0.0,0.0,0,3.421599238963425,10.0,0.0,0.0,1,3.494149987228812,1
James Pattinson,Australia,0.1346153846153846,1.0,0.5,0.009615384615384616,1,5.864459037147522,5.057497865203703,0.0,0.0,2,3.449381113572666,1
Raza Hasan,Pakistan,0.14705882352941177,1.0,1.0,0.014705882352941176,0,3.421599238963425,5.864459037147522,0.0,0.0,1,3.4133866460512543,1
Kieron Pollard,West Indies,0.13636363636363635,0.0,0.0,0.0,0,4.546619035269417,8.63618583076338,0.0,0.0,2,3.380193843038581,1
Tino Best,West Indies,0.12857142857142856,1.0,1.0,0.014285714285714285,0,4.546619035269417,4.8544791037059785,0.0,0.0,1,3.32655136117475,1
Angelo Perera,Sri Lanka,0.17647058823529413,0.0,0.0,0.0,1,10.0,1.0,0.0,0.0,1,3.292860049543621,1
Anwar Ali,Pakistan,0.18048780487804877,2.0,0.5,0.00975609756097561,0,3.421599238963425,5.3594690704267505,0.0,0.0,4,3.233517784831907,1
Fawad Alam,Pakistan,0.13333333333333333,1.0,0.3333333333333333,0.022222222222222223,2,3.421599238963425,5.621486345715841,0.0,0.0,3,3.2032540957227504,1
Mominul Haque,Bangladesh,0.17105263157894737,2.0,0.5,0.02631578947368421,0,1.0,6.651101026249055,0.0,0.0,4,3.1044710407460587,1
Chris Gayle,West Indies,0.15584415584415584,1.0,0.5,0.012987012987012988,2,4.546619035269417,1.0,0.020833333333333332,0.0625,2,3.0288104405749983,1
Robin Uthappa,India,0.17,0.0,0.0,0.0,1,8.63618583076338,1.0,0.0,0.0,1,2.9895429867147794,1
Martin Guptill,New Zealand,0.17391304347826086,0.0,0.0,0.0,1,4.8544791037059785,4.605770010418869,0.0,0.0,2,2.977535874624221,1
Abdur Razzak,Bangladesh,0.15714285714285714,3.0,0.6,0.010714285714285714,0,1.0,5.9574417942058036,0.0,0.0,5,2.8567563390466106,1
Narsingh Deonarine,West Indies,0.17391304347826086,0.0,0.0,0.0,0,4.546619035269417,4.8544791037059785,0.0,0.0,1,2.8561271355654454,1
Nasir Hossain,Bangladesh,0.17582417582417584,0.0,0.0,0.0,0,1.0,6.631201495171503,0.0,0.0,6,2.5213828752254352,1
Asad Shafiq,Pakistan,0.1111111111111111,0.0,0.0,0.0,1,3.421599238963425,4.8544791037059785,0.0,0.0,2,2.3875082387556774,1
Naeem Islam,Bangladesh,0.05909090909090909,0.0,0.0,0.0,0,1.0,9.31809291538169,0.0,0.0,2,2.379290709711002,1
Lendl Simmons,West Indies,0.07142857142857142,0.0,0.0,0.0,0,4.546619035269417,4.95598848445484,0.0,0.0,2,2.29050539445528,1
Shafiul Islam,Bangladesh,0.11842105263157894,0.0,0.0,0.0,0,1.0,6.710799619481713,0.0,0.0,2,2.2090108314251404,1
Sohaib Maqsood,Pakistan,0.14285714285714285,0.0,0.0,0.0,1,3.421599238963425,1.0,0.0,0.0,1,1.8160770407991733,1
Shamsur Rahman,Bangladesh,0.07692307692307693,0.0,0.0,0.0,0,1.0,4.546619035269417,0.0,0.0,1,1.5492864898430572,1
Abdur Rehman,Pakistan,0.0,0.0,0.0,0.0,1,3.421599238963425,1.0,0.0,0.0,1,1.0,1
